Cell,Run,Barcode,Species,CellType,s4U,Time,ActD,Phase,IAA,Stage
20220924_Blastocyst_35.C35.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,62,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C36.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,64,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C37.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,65,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C38.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,66,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C39.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,67,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C40.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,68,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C41.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,69,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C42.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,70,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C43.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,71,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C44.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,72,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C45.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,73,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C46.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,75,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C47.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,76,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C48.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,77,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C49.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,78,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C50.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,80,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C51.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,81,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C52.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,83,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C53.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,84,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20220924_Blastocyst_35.C54.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,85,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20220924_Blastocyst_35.C55.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,86,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C56.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,88,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20220924_Blastocyst_35.C57.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,89,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20220924_Blastocyst_35.C58.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,90,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C59.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,91,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C60.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,92,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C61.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,93,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C62.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,94,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C63.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,95,Mouse,MouseBlastocyst,400,3.0,,,,Late
20220924_Blastocyst_35.C64.MouseBlastocyst_s4U_400uM_180min,20220924_Blastocyst_35,96,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C01.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,1,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C02.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,4,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C03.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,5,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C04.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,6,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C05.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,7,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C06.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,8,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C07.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,9,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C08.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,11,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C09.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,12,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C10.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,13,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C11.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,16,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C12.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,18,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C13.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,19,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C14.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,20,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C15.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,21,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C16.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,23,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C17.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,25,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C18.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,26,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C19.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,27,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C20.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,28,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C21.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,29,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C22.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,30,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C23.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,31,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C24.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,32,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C25.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,34,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C26.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,35,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C27.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,36,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C28.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,37,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C29.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,38,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C30.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,39,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C31.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,40,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C32.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,41,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C33.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,42,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C34.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,43,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C35.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,44,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C36.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,45,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C37.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,46,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C38.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,48,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C39.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,49,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C40.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,51,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C41.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,52,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C42.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,55,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C43.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,56,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C44.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,57,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C45.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,61,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C46.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,62,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C47.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,63,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C48.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,64,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C49.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,65,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C50.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,66,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C51.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,68,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C52.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,69,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C53.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,70,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221008_Blastocyst_38.C54.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,71,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221008_Blastocyst_38.C55.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,73,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C56.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,76,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C57.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,77,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C58.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,78,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C59.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,79,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C60.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,80,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C61.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,83,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C62.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,84,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C63.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,86,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C64.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,88,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C65.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,89,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C66.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,90,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C67.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,91,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C68.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,92,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221008_Blastocyst_38.C69.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,93,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221008_Blastocyst_38.C70.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,94,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221008_Blastocyst_38.C71.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,95,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221008_Blastocyst_38.C72.MouseBlastocyst_s4U_400uM_180min,20221008_Blastocyst_38,96,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221014_K562_1.C01.K562_s4U_0uM_180min,20221014_K562_1,1,Human,K562,0,3.0,,,,
20221014_K562_1.C02.K562_s4U_0uM_180min,20221014_K562_1,2,Human,K562,0,3.0,,,,
20221014_K562_1.C03.K562_s4U_0uM_180min,20221014_K562_1,4,Human,K562,0,3.0,,,,
20221014_K562_1.C04.K562_s4U_0uM_180min,20221014_K562_1,5,Human,K562,0,3.0,,,,
20221014_K562_1.C05.K562_s4U_0uM_180min,20221014_K562_1,6,Human,K562,0,3.0,,,,
20221014_K562_1.C06.K562_s4U_0uM_180min,20221014_K562_1,7,Human,K562,0,3.0,,,,
20221014_K562_1.C07.K562_s4U_0uM_180min,20221014_K562_1,8,Human,K562,0,3.0,,,,
20221014_K562_1.C08.K562_s4U_0uM_180min,20221014_K562_1,11,Human,K562,0,3.0,,,,
20221014_K562_1.C09.K562_s4U_0uM_180min,20221014_K562_1,12,Human,K562,0,3.0,,,,
20221014_K562_1.C10.K562_s4U_0uM_180min,20221014_K562_1,13,Human,K562,0,3.0,,,,
20221014_K562_1.C11.K562_s4U_0uM_180min,20221014_K562_1,14,Human,K562,0,3.0,,,,
20221014_K562_1.C12.K562_s4U_0uM_180min,20221014_K562_1,16,Human,K562,0,3.0,,,,
20221014_K562_1.C13.K562_s4U_0uM_180min,20221014_K562_1,17,Human,K562,0,3.0,,,,
20221014_K562_1.C14.K562_s4U_0uM_180min,20221014_K562_1,18,Human,K562,0,3.0,,,,
20221014_K562_1.C15.K562_s4U_0uM_180min,20221014_K562_1,19,Human,K562,0,3.0,,,,
20221014_K562_1.C16.K562_s4U_0uM_180min,20221014_K562_1,20,Human,K562,0,3.0,,,,
20221014_K562_1.C17.K562_s4U_0uM_180min,20221014_K562_1,21,Human,K562,0,3.0,,,,
20221014_K562_1.C18.K562_s4U_0uM_180min,20221014_K562_1,22,Human,K562,0,3.0,,,,
20221014_K562_1.C19.K562_s4U_0uM_180min,20221014_K562_1,23,Human,K562,0,3.0,,,,
20221014_K562_1.C20.K562_s4U_0uM_180min,20221014_K562_1,25,Human,K562,0,3.0,,,,
20221014_K562_1.C21.K562_s4U_0uM_180min,20221014_K562_1,26,Human,K562,0,3.0,,,,
20221014_K562_1.C22.K562_s4U_0uM_180min,20221014_K562_1,27,Human,K562,0,3.0,,,,
20221014_K562_1.C23.K562_s4U_0uM_180min,20221014_K562_1,28,Human,K562,0,3.0,,,,
20221014_K562_1.C24.K562_s4U_0uM_180min,20221014_K562_1,30,Human,K562,0,3.0,,,,
20221014_K562_1.C25.K562_s4U_0uM_180min,20221014_K562_1,31,Human,K562,0,3.0,,,,
20221014_K562_1.C26.K562_s4U_50uM_180min,20221014_K562_1,33,Human,K562,50,3.0,,,,
20221014_K562_1.C27.K562_s4U_50uM_180min,20221014_K562_1,34,Human,K562,50,3.0,,,,
20221014_K562_1.C28.K562_s4U_50uM_180min,20221014_K562_1,36,Human,K562,50,3.0,,,,
20221014_K562_1.C29.K562_s4U_50uM_180min,20221014_K562_1,37,Human,K562,50,3.0,,,,
20221014_K562_1.C30.K562_s4U_50uM_180min,20221014_K562_1,38,Human,K562,50,3.0,,,,
20221014_K562_1.C31.K562_s4U_50uM_180min,20221014_K562_1,44,Human,K562,50,3.0,,,,
20221014_K562_1.C32.K562_s4U_50uM_180min,20221014_K562_1,45,Human,K562,50,3.0,,,,
20221014_K562_1.C33.K562_s4U_50uM_180min,20221014_K562_1,46,Human,K562,50,3.0,,,,
20221014_K562_1.C34.K562_s4U_50uM_180min,20221014_K562_1,48,Human,K562,50,3.0,,,,
20221014_K562_1.C35.K562_s4U_50uM_180min,20221014_K562_1,51,Human,K562,50,3.0,,,,
20221014_K562_1.C36.K562_s4U_50uM_180min,20221014_K562_1,52,Human,K562,50,3.0,,,,
20221014_K562_1.C37.K562_s4U_50uM_180min,20221014_K562_1,53,Human,K562,50,3.0,,,,
20221014_K562_1.C38.K562_s4U_50uM_180min,20221014_K562_1,54,Human,K562,50,3.0,,,,
20221014_K562_1.C39.K562_s4U_50uM_180min,20221014_K562_1,55,Human,K562,50,3.0,,,,
20221014_K562_1.C40.K562_s4U_50uM_180min,20221014_K562_1,57,Human,K562,50,3.0,,,,
20221014_K562_1.C41.K562_s4U_50uM_180min,20221014_K562_1,58,Human,K562,50,3.0,,,,
20221014_K562_1.C42.K562_s4U_50uM_180min,20221014_K562_1,59,Human,K562,50,3.0,,,,
20221014_K562_1.C43.K562_s4U_50uM_180min,20221014_K562_1,62,Human,K562,50,3.0,,,,
20221014_K562_1.C44.K562_s4U_100uM_180min,20221014_K562_1,65,Human,K562,100,3.0,,,,
20221014_K562_1.C45.K562_s4U_100uM_180min,20221014_K562_1,68,Human,K562,100,3.0,,,,
20221014_K562_1.C46.K562_s4U_100uM_180min,20221014_K562_1,73,Human,K562,100,3.0,,,,
20221014_K562_1.C47.K562_s4U_100uM_180min,20221014_K562_1,78,Human,K562,100,3.0,,,,
20221014_K562_1.C48.K562_s4U_100uM_180min,20221014_K562_1,80,Human,K562,100,3.0,,,,
20221014_K562_1.C49.K562_s4U_100uM_180min,20221014_K562_1,81,Human,K562,100,3.0,,,,
20221014_K562_1.C50.K562_s4U_100uM_180min,20221014_K562_1,82,Human,K562,100,3.0,,,,
20221014_K562_1.C51.K562_s4U_100uM_180min,20221014_K562_1,83,Human,K562,100,3.0,,,,
20221014_K562_1.C52.K562_s4U_100uM_180min,20221014_K562_1,85,Human,K562,100,3.0,,,,
20221014_K562_1.C53.K562_s4U_100uM_180min,20221014_K562_1,86,Human,K562,100,3.0,,,,
20221014_K562_1.C54.K562_s4U_100uM_180min,20221014_K562_1,87,Human,K562,100,3.0,,,,
20221014_K562_1.C55.K562_s4U_100uM_180min,20221014_K562_1,88,Human,K562,100,3.0,,,,
20221014_K562_1.C56.K562_s4U_100uM_180min,20221014_K562_1,90,Human,K562,100,3.0,,,,
20221014_K562_1.C57.K562_s4U_100uM_180min,20221014_K562_1,91,Human,K562,100,3.0,,,,
20221014_K562_1.C58.K562_s4U_100uM_180min,20221014_K562_1,92,Human,K562,100,3.0,,,,
20221014_K562_1.C59.K562_s4U_100uM_180min,20221014_K562_1,93,Human,K562,100,3.0,,,,
20221014_K562_1.C60.K562_s4U_100uM_180min,20221014_K562_1,94,Human,K562,100,3.0,,,,
20221014_K562_1.C61.K562_s4U_100uM_180min,20221014_K562_1,95,Human,K562,100,3.0,,,,
20221014_K562_1.C62.K562_s4U_100uM_180min,20221014_K562_1,96,Human,K562,100,3.0,,,,
20221014_K562_2.C01.K562_s4U_200uM_180min,20221014_K562_2,1,Human,K562,200,3.0,,,,
20221014_K562_2.C02.K562_s4U_200uM_180min,20221014_K562_2,4,Human,K562,200,3.0,,,,
20221014_K562_2.C03.K562_s4U_200uM_180min,20221014_K562_2,5,Human,K562,200,3.0,,,,
20221014_K562_2.C04.K562_s4U_200uM_180min,20221014_K562_2,6,Human,K562,200,3.0,,,,
20221014_K562_2.C05.K562_s4U_200uM_180min,20221014_K562_2,7,Human,K562,200,3.0,,,,
20221014_K562_2.C06.K562_s4U_200uM_180min,20221014_K562_2,8,Human,K562,200,3.0,,,,
20221014_K562_2.C07.K562_s4U_200uM_180min,20221014_K562_2,11,Human,K562,200,3.0,,,,
20221014_K562_2.C08.K562_s4U_200uM_180min,20221014_K562_2,12,Human,K562,200,3.0,,,,
20221014_K562_2.C09.K562_s4U_200uM_180min,20221014_K562_2,13,Human,K562,200,3.0,,,,
20221014_K562_2.C10.K562_s4U_200uM_180min,20221014_K562_2,14,Human,K562,200,3.0,,,,
20221014_K562_2.C11.K562_s4U_200uM_180min,20221014_K562_2,17,Human,K562,200,3.0,,,,
20221014_K562_2.C12.K562_s4U_200uM_180min,20221014_K562_2,19,Human,K562,200,3.0,,,,
20221014_K562_2.C13.K562_s4U_200uM_180min,20221014_K562_2,20,Human,K562,200,3.0,,,,
20221014_K562_2.C14.K562_s4U_200uM_180min,20221014_K562_2,21,Human,K562,200,3.0,,,,
20221014_K562_2.C15.K562_s4U_200uM_180min,20221014_K562_2,22,Human,K562,200,3.0,,,,
20221014_K562_2.C16.K562_s4U_200uM_180min,20221014_K562_2,24,Human,K562,200,3.0,,,,
20221014_K562_2.C17.K562_s4U_200uM_180min,20221014_K562_2,27,Human,K562,200,3.0,,,,
20221014_K562_2.C18.K562_s4U_200uM_180min,20221014_K562_2,28,Human,K562,200,3.0,,,,
20221014_K562_2.C19.K562_s4U_200uM_180min,20221014_K562_2,29,Human,K562,200,3.0,,,,
20221014_K562_2.C20.K562_s4U_200uM_180min,20221014_K562_2,30,Human,K562,200,3.0,,,,
20221014_K562_2.C21.K562_s4U_200uM_180min,20221014_K562_2,31,Human,K562,200,3.0,,,,
20221014_K562_2.C22.K562_s4U_200uM_180min,20221014_K562_2,32,Human,K562,200,3.0,,,,
20221014_K562_2.C23.K562_s4U_400uM_180min,20221014_K562_2,35,Human,K562,400,3.0,,,,
20221014_K562_2.C24.K562_s4U_400uM_180min,20221014_K562_2,36,Human,K562,400,3.0,,,,
20221014_K562_2.C25.K562_s4U_400uM_180min,20221014_K562_2,37,Human,K562,400,3.0,,,,
20221014_K562_2.C26.K562_s4U_400uM_180min,20221014_K562_2,38,Human,K562,400,3.0,,,,
20221014_K562_2.C27.K562_s4U_400uM_180min,20221014_K562_2,40,Human,K562,400,3.0,,,,
20221014_K562_2.C28.K562_s4U_400uM_180min,20221014_K562_2,41,Human,K562,400,3.0,,,,
20221014_K562_2.C29.K562_s4U_400uM_180min,20221014_K562_2,42,Human,K562,400,3.0,,,,
20221014_K562_2.C30.K562_s4U_400uM_180min,20221014_K562_2,43,Human,K562,400,3.0,,,,
20221014_K562_2.C31.K562_s4U_400uM_180min,20221014_K562_2,44,Human,K562,400,3.0,,,,
20221014_K562_2.C32.K562_s4U_400uM_180min,20221014_K562_2,45,Human,K562,400,3.0,,,,
20221014_K562_2.C33.K562_s4U_400uM_180min,20221014_K562_2,46,Human,K562,400,3.0,,,,
20221014_K562_2.C34.K562_s4U_400uM_180min,20221014_K562_2,47,Human,K562,400,3.0,,,,
20221014_K562_2.C35.K562_s4U_400uM_180min,20221014_K562_2,48,Human,K562,400,3.0,,,,
20221014_K562_2.C36.K562_s4U_400uM_180min,20221014_K562_2,49,Human,K562,400,3.0,,,,
20221014_K562_2.C37.K562_s4U_400uM_180min,20221014_K562_2,51,Human,K562,400,3.0,,,,
20221014_K562_2.C38.K562_s4U_400uM_180min,20221014_K562_2,52,Human,K562,400,3.0,,,,
20221014_K562_2.C39.K562_s4U_400uM_180min,20221014_K562_2,53,Human,K562,400,3.0,,,,
20221014_K562_2.C40.K562_s4U_400uM_180min,20221014_K562_2,54,Human,K562,400,3.0,,,,
20221014_K562_2.C41.K562_s4U_400uM_180min,20221014_K562_2,55,Human,K562,400,3.0,,,,
20221014_K562_2.C42.K562_s4U_400uM_180min,20221014_K562_2,56,Human,K562,400,3.0,,,,
20221014_K562_2.C43.K562_s4U_400uM_180min,20221014_K562_2,59,Human,K562,400,3.0,,,,
20221014_K562_2.C44.K562_s4U_400uM_180min,20221014_K562_2,60,Human,K562,400,3.0,,,,
20221014_K562_2.C45.K562_s4U_400uM_180min,20221014_K562_2,61,Human,K562,400,3.0,,,,
20221014_K562_2.C46.K562_s4U_400uM_180min,20221014_K562_2,62,Human,K562,400,3.0,,,,
20221014_K562_2.C47.K562_s4U_400uM_180min,20221014_K562_2,63,Human,K562,400,3.0,,,,
20221014_K562_2.C48.K562_s4U_400uM_180min,20221014_K562_2,64,Human,K562,400,3.0,,,,
