Cell,Run,Barcode,Species,CellType,s4U,Time,ActD,Phase,IAA,Stage
20220719_K562_4.C38.K562_s4U_50uM_180min,20220719_K562_4,76,Human,K562,50,3.0,,,,
20220719_K562_4.C39.K562_s4U_50uM_180min,20220719_K562_4,81,Human,K562,50,3.0,,,,
20220719_K562_4.C40.K562_s4U_50uM_180min,20220719_K562_4,82,Human,K562,50,3.0,,,,
20220719_K562_4.C41.K562_s4U_50uM_180min,20220719_K562_4,83,Human,K562,50,3.0,,,,
20220719_K562_4.C42.K562_s4U_50uM_180min,20220719_K562_4,84,Human,K562,50,3.0,,,,
20220719_K562_4.C43.K562_s4U_50uM_180min,20220719_K562_4,85,Human,K562,50,3.0,,,,
20220719_K562_4.C44.K562_s4U_50uM_180min,20220719_K562_4,86,Human,K562,50,3.0,,,,
20220719_K562_4.C45.K562_s4U_50uM_180min,20220719_K562_4,87,Human,K562,50,3.0,,,,
20220719_K562_4.C46.K562_s4U_50uM_180min,20220719_K562_4,88,Human,K562,50,3.0,,,,
20220719_K562_4.C47.K562_s4U_50uM_180min,20220719_K562_4,90,Human,K562,50,3.0,,,,
20220719_K562_4.C48.K562_s4U_50uM_180min,20220719_K562_4,91,Human,K562,50,3.0,,,,
20220719_K562_4.C49.K562_s4U_50uM_180min,20220719_K562_4,94,Human,K562,50,3.0,,,,
20220719_K562_4.C50.K562_s4U_50uM_180min,20220719_K562_4,95,Human,K562,50,3.0,,,,
20220719_K562_ActD_1.C01.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,2,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C02.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,9,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C03.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,11,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C04.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,13,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C05.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,14,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C06.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,23,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C07.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,24,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C08.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,26,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C09.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,28,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C10.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,29,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C11.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,30,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C12.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,32,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C13.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,33,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C14.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,34,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C15.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,37,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C16.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,38,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C17.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,39,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C18.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,40,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C19.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,41,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C20.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,42,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C21.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,44,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C22.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,45,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C23.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,46,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C24.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,47,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C25.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,49,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C26.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,51,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C27.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,52,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C28.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,53,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C29.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,54,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C30.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,55,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C31.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,56,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C32.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,57,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C33.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,58,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C34.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,59,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C35.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,60,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C36.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,61,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C37.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,62,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C38.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,63,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C39.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,64,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C40.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,66,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C41.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,67,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C42.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,68,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C43.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,69,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C44.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,70,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C45.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,71,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C46.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,72,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C47.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,73,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C48.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,75,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C49.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,76,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C50.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,77,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C51.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,78,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C52.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,79,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C53.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,80,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C54.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,81,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C55.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,82,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C56.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,83,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C57.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,84,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C58.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,85,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C59.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,86,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C60.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,87,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C61.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,88,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C62.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,90,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C63.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,91,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C64.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,92,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C65.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,93,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C66.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,94,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C67.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,95,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_1.C68.K562_s4U_0uM_180min_ActD_180min,20220719_K562_ActD_1,96,Human,K562,0,3.0,3.0,,,
20220719_K562_ActD_2.C01.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,1,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C02.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,4,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C03.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,5,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C04.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,6,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C05.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,7,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C06.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,8,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C07.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,9,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C08.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,11,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C09.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,12,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C10.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,13,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C11.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,14,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C12.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,16,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C13.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,18,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C14.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,19,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C15.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,20,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C16.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,21,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C17.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,22,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C18.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,23,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C19.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,24,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C20.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,26,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C21.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,27,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C22.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,28,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C23.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,29,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C24.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,30,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C25.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,31,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C26.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,32,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C27.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,33,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C28.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,34,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C29.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,35,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C30.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,36,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C31.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,37,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C32.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,38,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C33.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,39,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C34.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,40,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C35.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,41,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C36.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,42,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C37.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,43,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C38.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,44,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C39.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,45,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C40.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,46,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C41.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,47,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C42.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,48,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C43.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,53,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C44.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,54,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C45.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,56,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C46.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,58,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C47.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,61,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C48.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,62,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C49.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,63,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C50.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,64,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C51.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,73,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C52.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,76,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C53.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,78,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C54.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,80,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C55.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,84,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C56.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,86,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C57.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,87,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C58.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,88,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C59.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,90,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C60.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,91,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C61.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,93,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C62.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,94,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_2.C63.K562_s4U_50uM_180min_ActD_180min,20220719_K562_ActD_2,96,Human,K562,50,3.0,3.0,,,
20220719_K562_ActD_3.C01.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,1,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C02.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,4,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C03.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,5,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C04.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,6,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C05.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,7,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C06.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,8,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C07.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,9,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C08.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,10,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C09.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,11,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C10.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,12,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C11.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,13,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C12.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,14,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C13.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,16,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C14.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,17,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C15.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,18,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C16.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,19,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C17.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,20,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C18.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,21,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C19.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,22,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C20.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,23,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C21.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,24,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C22.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,25,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C23.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,26,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C24.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,28,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C25.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,29,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C26.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,30,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C27.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,31,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C28.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,32,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C29.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,33,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C30.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,34,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C31.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,36,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C32.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,38,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C33.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,39,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C34.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,40,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C35.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,41,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C36.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,42,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C37.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,43,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C38.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,44,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C39.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,45,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C40.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,46,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C41.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,47,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C42.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,48,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C43.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,50,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C44.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,51,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C45.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,52,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C46.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,54,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C47.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,55,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C48.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,56,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C49.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,57,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C50.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,59,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C51.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,60,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C52.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,61,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C53.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,62,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C54.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,63,Human,K562,0,3.0,6.0,,,
20220719_K562_ActD_3.C55.K562_s4U_0uM_180min_ActD_360min,20220719_K562_ActD_3,65,Human,K562,0,3.0,6.0,,,
